7.350909621556021845e-02,3.208985429082701346e-01,3.507631300912449346e-01,3.102196739953771432e-01,3.111301682588845097e-01,-4.699543016660406858e-02,-3.869263375929538062e-02,-5.728210536652710017e-02,-2.029021822299590869e-02,2.040406709601329943e-02,4.438521580998488342e-02,1.013204728404143162e-01,4.070348505619658663e-03,-5.581490832921938428e-02,-2.302627973266346828e-02,1.695471045225329862e-02,-1.339268515850317726e-02,3.792143180376564369e-03,-5.393760908990767877e-01,-5.137186970478528625e-02,-3.783845934521772557e-03,-1.179479909314672670e-01,-6.899175089558977347e-02,1.020983403129236723e-02,1.848130336472318322e-02,2.341967383640089495e-02,3.910964231823544149e-03,-5.414619582470800996e-01,-7.280044973594133884e-02,-7.098086532213244981e-02,-5.860141174924107799e-02,-6.820681161519735747e-02,2.706661407185640203e-02,3.324369962685719965e-02,9.918125685888224546e-03,2.509491108497382758e-02
7.115379599276881739e-02,2.976909882175506339e-01,3.191307422209263556e-01,2.895245321169270802e-01,2.860131563346355876e-01,-4.096771175355418126e-02,-3.842620238426010942e-02,-5.058903861363476390e-02,-2.164808841264006731e-02,5.377582312768705575e-03,3.234140179486028749e-02,8.547752732541125109e-02,7.334667407786444812e-05,-5.381581088707681343e-02,-1.953659710494715790e-02,1.715419001968866708e-02,-1.404548342539471695e-02,5.710010428088620714e-03,-4.747017967747324541e-01,-4.079962753712475937e-02,3.980212709144718758e-04,-1.054746826408845956e-01,-6.105005936613051160e-02,5.750294573923810798e-03,1.613873738351331855e-02,2.359455401269435273e-02,4.621833197733767398e-03,-4.760391310589283664e-01,-6.543001281035126793e-02,-6.118137265143454989e-02,-5.304381325355641413e-02,-5.976401547961840421e-02,2.231947459169737399e-02,2.680280148116226391e-02,1.213840326460068064e-02,2.402313605978515301e-02
5.492069510195790594e-02,6.226475230837041214e-02,6.973221842172047658e-02,7.394749986274372355e-02,7.100822672510406774e-02,7.396419265600311273e-03,2.756314574663067726e-03,6.426547955530602678e-04,6.300055890062747181e-03,2.468787907531820938e-02,3.437604259954211983e-02,3.936283809539985190e-02,4.126773820821281330e-02,3.674184068180966906e-02,6.585273024362854610e-03,8.097346156788930854e-03,7.081390412778426798e-03,8.070440063153720006e-03,2.191285915340390137e-03,3.549845506844978571e-02,3.680461352812969267e-02,2.530415322355600641e-02,3.172737498757206148e-02,1.287248913329345698e-02,5.304025082345679293e-03,1.294127331001398463e-02,9.708811064170997859e-03,7.442273651482100372e-04,3.027978454785617071e-02,3.073793481986693277e-02,3.036499086322307431e-02,3.122203364108251319e-02,7.117201586722807574e-03,1.750555696682466050e-02,4.477032412942958187e-03,1.180194834046842216e-02
-4.244898455776658502e-02,-1.357630194305494697e-01,-1.412741572568012305e-01,-1.285695406576932709e-01,-1.245848984064002324e-01,1.984702484146169676e-02,1.560675526923119283e-02,2.120818888702933128e-02,1.475157891143154612e-02,2.775934473706287778e-02,-6.544353187604049632e-03,-2.163640228478449362e-02,5.129330664420003044e-03,3.033369878975666900e-02,8.085148049444353460e-03,-8.518200232160919039e-04,7.363601192909182552e-03,4.873231331336279164e-03,1.682682702424774246e-01,1.436796399216906488e-02,-2.610379361586299875e-03,3.689919289619206927e-02,3.040613866529211229e-02,5.642677910739519846e-03,-2.198101383340956248e-03,3.469243871530334339e-03,3.138641973817934017e-03,1.707388337007300083e-01,2.870365993125646026e-02,2.409216381760086526e-02,1.264693972205622845e-02,1.820980723932799986e-02,-6.375256003744941141e-03,-3.745171649757289469e-03,-1.100509442406842880e-03,-2.388280458182089061e-03
4.223841613157538338e-02,1.229668346198369844e-01,1.322869281147776022e-01,1.300367991321756955e-01,1.264784734050219406e-01,-1.221562796312620353e-02,-9.359618091342669643e-03,-1.312849594181040441e-02,-2.545440772057828635e-03,-3.599134478312949331e-02,-4.888540266702346218e-03,1.051755874247006263e-02,3.048724684849329208e-03,-1.902508958996117563e-02,6.618228170027011872e-03,8.675653241161245671e-03,4.423006621861623119e-03,1.042302193897321448e-02,-1.126475761912276441e-01,1.124517694694715693e-02,2.184281779456168776e-02,-1.432653217606949525e-02,-8.162924182261020734e-03,4.279459508058335200e-03,9.477570217951503465e-03,1.429544104183044090e-02,5.521162874621053998e-03,-1.110595232695001516e-01,-5.265812253479489058e-03,-7.346416372930753697e-04,-7.192984473016514986e-04,3.077170996456441397e-03,7.131203461473978843e-03,2.142558294549422662e-02,6.721276596956543212e-03,1.241719862051061940e-02
-4.663524435431923992e-02,-1.573692098107369597e-01,-1.653375002113098291e-01,-1.482476173632180372e-01,-1.456450071231280563e-01,2.082309524674693518e-02,1.863337084415220973e-02,2.445337050842591453e-02,1.693760022765749759e-02,2.566171101629447990e-02,-9.363541290689459881e-03,-2.834962884550411635e-02,3.908082116219984380e-03,3.259112450001852568e-02,1.145876199391567853e-02,-7.726839526690527232e-04,6.069531489128458628e-03,1.889451258971738042e-04,1.958743274674489554e-01,1.927888690202186200e-02,-8.935656819369769670e-04,4.141718030582199062e-02,3.167137557778895024e-02,3.251747342199991144e-03,-3.352931131859823374e-03,2.082575611097392879e-03,3.313402502387873070e-03,1.948996881320979868e-01,3.206688641205510809e-02,2.834504078217069123e-02,1.356078107655054460e-02,1.642249354890337049e-02,-7.344423637282946130e-03,-6.922574279664021023e-03,-1.467942358570449666e-03,-5.192696980692224594e-03
4.298355320296996795e-02,3.072950474418528755e-02,3.411256714301770521e-02,4.219660375135619867e-02,3.908949454178704125e-02,1.113716128454609634e-02,4.485495771415045491e-03,7.899192082094816381e-03,6.951759729719881806e-03,4.554113871935075442e-02,4.119912950841467247e-02,3.889382121236387851e-02,3.947435796696761867e-02,4.234009184208391979e-02,8.132939539822182234e-03,9.835839790294141627e-03,8.332451396228335999e-03,9.245606669522206736e-03,4.000405636652706876e-02,3.849741399396031799e-02,3.713116561862198767e-02,3.928298897941375628e-02,3.729749456045571704e-02,8.018635400015324335e-03,7.904713595543328905e-03,1.091930560353405848e-02,5.782797297163729498e-03,4.357394528917066245e-02,4.091321696173466638e-02,3.911523228128361424e-02,3.305134742280630561e-02,3.937718508538011475e-02,2.148726267625173866e-03,1.377126862072589400e-02,8.165055562340222187e-03,7.912578830975014466e-03
6.112150044843328578e-02,2.361790561290751933e-01,2.526132174565299815e-01,2.394204001326479259e-01,2.364772672849663471e-01,-3.055313914263661432e-02,-3.013175045669806013e-02,-4.142002656133050159e-02,-1.766166413398668686e-02,-2.872906757291825500e-02,1.245975572774477708e-02,4.632300882428007360e-02,-1.428987104397653118e-04,-5.073201415999197689e-02,-9.436372649043664462e-03,1.352673162984278921e-02,-8.890480432404172448e-03,7.601658036281359714e-03,-3.234227481258482584e-01,-1.558476787327790943e-02,1.668382029845006179e-02,-6.994115441420448165e-02,-4.120540841522348646e-02,2.569523077723964623e-03,1.117141696192324590e-02,1.765190304030486712e-02,2.576159619283508329e-03,-3.241010952707564785e-01,-3.950233524077031988e-02,-3.175416210536348427e-02,-3.250823540951547352e-02,-2.996166795627135115e-02,1.601295790803817717e-02,2.574012336454367667e-02,9.578563474326310875e-03,1.519846280068188650e-02
-5.058774604611725872e-02,-1.772924262179970678e-01,-1.832191317104407413e-01,-1.673370552743471962e-01,-1.654842864470561781e-01,2.622820549930120898e-02,2.266233873024054574e-02,2.580840822183774752e-02,1.945780500498513199e-02,2.679715156652930086e-02,-8.051728390400882812e-03,-3.619547751055519208e-02,4.999732179965428198e-04,3.510675166126960706e-02,1.116694139038335726e-02,-4.235742556374283256e-03,6.939074344736622865e-03,1.819073707759062122e-03,2.236997262524499652e-01,2.135424717829179433e-02,-1.653240572344226531e-03,4.616312615317030160e-02,3.464977647523681537e-02,3.063060776754822617e-03,-1.557819689730937296e-03,1.819712458951397958e-03,8.421450651622066665e-04,2.214327856050267995e-01,3.671423654152454474e-02,3.184077789601001685e-02,1.346775769524778330e-02,2.136620395659594510e-02,-4.440272102024745739e-03,-6.736404853947372540e-03,-2.961295403719470254e-03,-5.677018185539252186e-03
-3.986398712747697692e-02,-1.314301364362745472e-01,-1.392145076485732103e-01,-1.247596195049865825e-01,-1.217506785183460755e-01,1.968141558210290826e-02,1.827555973987134499e-02,2.132138570461234589e-02,1.692974730964896118e-02,3.060297150609938427e-02,-5.810652844114601485e-03,-2.011846405648564512e-02,2.899531262963583964e-03,3.118107576967089206e-02,7.622194060835987828e-03,1.097402136019333526e-03,6.198761888245094345e-03,4.027394983093081013e-03,1.619969856643731221e-01,1.585254018841854295e-02,2.275459449388742873e-03,3.482486561407052705e-02,2.986231136348664952e-02,3.304699057757181334e-03,-2.569614375502994597e-03,1.753189867626347986e-03,-2.996763801715288285e-04,1.655743248579335802e-01,2.679676572845183721e-02,2.415142885956827676e-02,1.297018376536339564e-02,1.518403574399753396e-02,-6.443565906984282873e-03,-2.858088695986690537e-03,-2.106531890580159994e-03,-3.557247595046140326e-03
