9.728962426869386393e-02,9.513440300114429926e-02,9.341156918195793468e-02,9.060771025219485630e-02,8.718311813618917494e-02,9.588982956582137521e-03,7.687735457517495472e-03,9.720544269938097282e-03,1.128014735204508658e-02,5.819161571306095265e-02,8.298850740607274790e-02,5.508840090859391803e-02,7.596527233247388211e-02,7.280307013816511574e-02,8.106561028118128287e-02,7.884785359014355455e-02,1.410964988291811897e-02,1.110992600928624105e-02,1.057684867298727162e-02,1.178523990622684994e-02,6.658554352011535060e-02,8.770461722975665675e-02,1.242719313599111169e-01,9.859350498172145261e-02,9.430229607786742851e-02,1.055796910843702502e-01,9.588948331699677363e-02,1.006993586048510018e-02,5.708901277493803710e-03,7.308060739233708872e-03,1.081881896066479165e-02,7.800062158357960740e-02,8.024808381627077103e-02,1.246183172284098112e-01,9.625659141171255540e-02,1.048850073356212831e-01,9.549079135216440029e-02,1.025430480943910344e-01,3.355807243308261273e-03,1.349894092517376146e-02,5.159315544378823525e-03,7.868201833580459881e-03,8.019720647327026330e-02,8.398243887370382410e-02
-1.722935585071324827e+00,-6.532130894476859684e-01,-6.166857176468812929e-01,-6.393125364670720900e-01,-5.765339998493438367e-01,2.251191010590602171e-01,2.280962429574585892e-01,2.117538842233569196e-01,2.022000170014659759e-01,-3.749819053735781171e-04,-2.463956726740781089e-01,5.216240465074322152e+00,6.349273918578618447e-01,5.961415534740747146e-01,5.882243204782188206e-01,5.340785036579113187e-01,-2.284635545038522786e-01,-2.508385997406447632e-01,-2.346873263568399204e-01,-1.867140752229229650e-01,6.647868231838337527e-01,-1.041750227872368928e+00,-1.016287612209259672e+00,-9.346728342342064400e-02,8.680309335841884799e-02,-1.071503561687649764e-01,1.045419895000931354e-01,7.244106663452429262e-02,1.582908317682356902e-01,1.784692832673770435e-01,1.066061267080469915e-01,1.728544994121530842e-01,-4.789655366517345803e-01,-1.017805889079530068e+00,6.439052079606522039e-02,-1.323362924619148617e-01,7.156714566094582453e-02,-1.080335360764126812e-01,1.544710636384906688e-01,1.943306119557754522e-02,1.430865543706070220e-01,1.788720441656989624e-01,1.533068662972240093e-01,-5.359506535948871386e-01
8.140505293062250125e-02,8.115522573720726496e-02,7.964738656968495256e-02,7.604547728541093121e-02,7.678250190642200990e-02,9.239352943137713048e-03,7.738609091102714374e-03,7.447709568771234377e-03,1.046501356002545700e-02,4.725674631726713149e-02,8.324127382706830725e-02,9.384327121240891578e-02,8.450553596245723165e-02,8.050610332269142466e-02,8.914093906297178294e-02,8.591746578948220026e-02,9.469067934274315312e-03,1.137486951670242316e-02,1.048309026452104269e-02,1.016245625803336057e-02,7.639022923282101640e-02,8.559184317209608817e-02,1.231240202219000962e-01,1.046049762067166877e-01,9.439287551780993490e-02,1.105022254547204097e-01,9.883688306092298925e-02,1.069883048991737001e-02,1.766155391910230986e-03,7.440444233188157203e-03,9.240321313373989209e-03,8.134156197218735118e-02,8.074372292686002317e-02,1.205222800409732203e-01,9.728506289069589752e-02,1.119955421283175545e-01,9.894828050412328435e-02,1.075638241792394589e-01,4.467265710226121615e-03,1.308647578717233098e-02,6.430333642672269451e-03,6.718747280344092299e-03,7.937219066115175359e-02,8.262895861425717525e-02
9.608260930453758897e-02,8.947225146102613658e-02,8.832631821394885951e-02,8.555038299138015279e-02,8.453041948404191319e-02,7.323632256505494854e-03,6.069255781602661028e-03,7.067257014132610413e-03,7.443058589902009844e-03,5.823148580300804150e-02,8.567785378607030433e-02,6.993839954597395880e-02,8.032283482556493159e-02,8.038977427200963422e-02,8.155427207188747918e-02,8.440102050031880743e-02,1.216166592893925050e-02,9.742780913066009449e-03,1.109756013485112616e-02,1.112010165862565257e-02,6.870274320914446231e-02,8.377695264514721518e-02,1.221541544262907536e-01,1.000500437316560187e-01,9.375740993900687215e-02,1.072839542098337068e-01,9.592297336540818453e-02,1.267435807049114432e-02,4.201444762145636024e-03,6.988831162348176605e-03,8.466248607365533738e-03,7.983128373731272764e-02,8.474405196919101990e-02,1.202493751928737503e-01,9.320686618947003621e-02,1.079494157918578501e-01,9.562451999720780749e-02,1.046751154764758024e-01,4.104630684548560803e-03,1.163625992136160803e-02,8.949327342218277997e-03,7.203357172816137778e-03,8.147131625111574127e-02,8.253672221309732437e-02
7.814318247787714611e-02,7.282978775039519737e-02,7.366114679052758463e-02,7.337490377738058178e-02,7.114049686154690078e-02,9.554235533891635226e-03,7.453238378563068964e-03,8.776393226515414453e-03,8.396468586704612658e-03,4.411037864544870707e-02,8.489658954401393953e-02,1.059483097946281732e-01,8.804941824760205427e-02,8.382385391522791107e-02,9.182324238840856856e-02,9.058830601600759147e-02,1.212590717817504243e-02,7.064133344315641320e-03,6.843230907815417083e-03,9.867228639405064075e-03,7.854573360628901157e-02,8.377148598754213804e-02,1.207269758642947888e-01,1.047894042526667513e-01,9.556367161317778913e-02,1.074309389581712820e-01,9.672383366227299550e-02,1.056910843970623563e-02,2.343082798344364812e-03,9.967929722186139388e-03,1.040313456543320338e-02,8.347501210928391646e-02,8.226875212344914035e-02,1.208443552954006905e-01,9.941209872110606804e-02,1.105642218456857617e-01,9.639363583735927055e-02,1.069158792291222404e-01,3.641908898952331969e-03,1.235696406348556035e-02,5.734035988018233373e-03,9.777056563164052833e-03,8.197376425419047874e-02,7.964378486967227389e-02
1.006200968152577563e-01,9.882585011467991121e-02,9.887069270083322092e-02,9.644217014677902711e-02,9.479957147383523408e-02,8.090608627778519274e-03,4.720979431197662793e-03,8.032316759766485251e-03,6.029714925425292207e-03,6.284892317909489268e-02,8.490917381290039034e-02,4.368549364205124436e-02,7.249377504748463763e-02,7.166620792875587342e-02,7.409200489410892876e-02,7.227965202957788160e-02,1.448875104240611965e-02,1.104011856227201868e-02,9.129908843314485031e-03,1.213997042371342365e-02,6.170360449514939588e-02,8.602872036213592144e-02,1.244349161866324244e-01,9.865313270998271600e-02,9.029207918605589023e-02,1.057598716181116644e-01,9.440697494827031411e-02,1.181779257727552657e-02,4.510006509837756646e-03,7.232882525189042802e-03,9.170174431123376269e-03,7.884376109824467460e-02,8.399826421157835510e-02,1.220779912159573460e-01,9.168810382127844105e-02,1.031583072793470363e-01,9.556091536798208552e-02,9.996482033740368423e-02,1.387622937364443691e-03,1.396130116254075230e-02,4.703035629591035931e-03,7.661767269101881286e-03,7.772163245645494212e-02,8.395333907344049162e-02
1.003287713692514183e-01,9.614724553958238495e-02,9.444300187989725093e-02,9.619614346594794474e-02,9.166082399045115403e-02,7.777165565506842689e-03,6.131611135137904692e-03,7.023798452275280095e-03,9.219644645547779224e-03,6.694511293315087708e-02,8.406392442063703729e-02,5.146298072578116278e-02,7.692821844068313542e-02,6.977398581335685079e-02,7.912883805952190819e-02,7.825163590658885948e-02,1.090525611516626400e-02,1.134057696106914245e-02,1.261786103170309953e-02,9.578414843111051832e-03,5.883904151915922420e-02,8.633514048294771426e-02,1.229678612968655854e-01,1.006561381936624117e-01,9.211351833954285750e-02,1.067767147264704897e-01,9.286161359858635667e-02,1.490974535660014727e-02,4.906535670931852673e-03,1.019008666629299224e-02,7.593589935924156299e-03,7.801462446383698734e-02,8.159878594421572651e-02,1.220035330622396136e-01,9.294149145279331781e-02,1.057898658432729899e-01,9.326367825648256005e-02,1.005559014741679441e-01,1.007615688678892459e-03,1.132283272708312603e-02,8.365474112131938630e-03,1.007459833771247489e-02,8.043559014081996805e-02,8.143405296219996536e-02
1.187645294521482153e-01,1.123266022959430732e-01,1.101665751481933492e-01,1.113178018458684665e-01,1.071311259936179594e-01,6.571278668627560278e-03,5.193648698682075231e-03,7.761655987830748740e-03,4.694381469901868359e-03,7.179188358667645820e-02,7.841633323397582955e-02,-1.870279458791193963e-02,5.482790092535985010e-02,4.925268932108239212e-02,5.463262775566001678e-02,5.429213125652181116e-02,1.349662131380662856e-02,9.168101093682549246e-03,1.476577163355274371e-02,1.305245725236323442e-02,4.236938165502359549e-02,8.583779323842562203e-02,1.208875846302896045e-01,8.750193928066797577e-02,8.345159554815674563e-02,9.740046948721529929e-02,8.258859331046840280e-02,1.278048422767594054e-02,5.117531619824144951e-03,1.030997814022122788e-02,9.771232230608016545e-03,7.050543477051464392e-02,7.981546790787480417e-02,1.220477597685724475e-01,8.125654330154157001e-02,9.739812688214066760e-02,8.271473743412809110e-02,9.506785482757286465e-02,3.362254783455677354e-03,1.494627671604720036e-02,7.443697696136563312e-03,8.506510368138733152e-03,7.138042237401957812e-02,7.683629207717999898e-02
1.127992858227231110e-01,1.041454217128344739e-01,1.058962776395899058e-01,1.041441529522112858e-01,1.009082591287799452e-01,7.572588655403639235e-03,6.585828407923854586e-03,4.582561614395862931e-03,9.359837870964534193e-03,6.819360409012183155e-02,8.326825216118785566e-02,8.856354733101678631e-03,6.263237225599971314e-02,5.823552715075363401e-02,6.612701992372124749e-02,6.696994871905830038e-02,1.536971614868046579e-02,9.075062930786590223e-03,1.087584575208151542e-02,1.257424240905691964e-02,5.092513195914869645e-02,8.495257238632804297e-02,1.236512834822133394e-01,9.737288724864162637e-02,8.724932999415775658e-02,1.019040178462306406e-01,8.986313186727114266e-02,1.020565157563917483e-02,4.100309274107946308e-03,1.063151720690192620e-02,7.002597800219480251e-03,7.510920842488713611e-02,8.248939428162882503e-02,1.224609465658441226e-01,8.789771213117802962e-02,9.914803904812194424e-02,8.661270529362367909e-02,9.694049326763885810e-02,2.792007267334353001e-03,1.262391508489291159e-02,5.760402200788362036e-03,1.050330813995304334e-02,7.247784469006920971e-02,8.088602198696229206e-02
-1.546910145392533353e+00,-3.552615493083531861e-01,-3.934396584576209110e-01,-3.683513994260992908e-01,-3.536018745105287686e-01,3.852358545776376486e-01,3.639842475022325163e-01,3.456262765873314158e-01,4.061682274718778629e-01,-4.701768870575299131e-01,-1.384719389365516792e-03,6.484010245683256457e+00,6.464717505993853308e-01,6.113275005415508279e-01,6.177881232360348251e-01,6.157686701369760041e-01,-2.834304061973325628e-01,-1.899338385241998162e-01,-2.778215750265194961e-01,-2.643680570365449234e-01,4.239475322921708589e-01,-1.309276793017855711e+00,-1.046393404912838998e-01,-7.149856782377642106e-02,-1.091603296006436602e-01,-7.309634056070547781e-02,-1.083917724161082702e-01,-5.473124192631851660e-03,1.172607747794667254e-01,-3.111159450451515991e-03,3.676277102701296096e-02,1.339174834292396477e-01,-5.157098074816605093e-01,-1.074157355104175537e-01,-6.360415034162238135e-02,-4.957366250064645929e-02,-7.492773843719667537e-02,-5.869392039934777372e-02,3.895258675007146065e-02,5.027761100394589726e-03,-5.576993861376349643e-02,-5.852244384103856556e-02,1.080011729702227974e-01,-4.403654780281131553e-01
